"id","estado","cidade","cep"
"5117","SP","Mairinque","18120-000"
"5118","SP","Mairiporã","76000-00"
"5119","SP","Manduri","18780-000"
"5120","SP","Marabá Paulista","19430-000"
"5121","SP","Maracaí","19840-000"
"5122","SP","Marapoama","15845-000"
"5123","SP","Mariápolis","17810-000"
"5124","SP","Marília","17500-001"
"5125","SP","Marinópolis","15730-000"
"5126","SP","Martinópolis","19500-000"
"5127","SP","Matão","15990-001"
"5128","SP","Mauá","93000-01"
"5129","SP","Mendonça","15220-000"
"5130","SP","Meridiano","15625-000"
"5131","SP","Mesópolis","15748-000"
"5132","SP","Miguelópolis","14530-000"
"5133","SP","Mineiros do Tietê","17320-000"
"5134","SP","Mira Estrela","15580-000"
"5135","SP","Miracatu","11850-000"
"5136","SP","Mirandópolis","16800-000"
"5137","SP","Mirante do Paranapanema","19260-000"
"5138","SP","Mirassol","15130-001"
"5139","SP","Mirassolândia","15145-000"
"5140","SP","Mococa","13730-001"
"5141","SP","Mogi das Cruzes","87000-01"
"5142","SP","Mogi Guaçu","13840-001"
"5143","SP","Mogi Mirim","13800-001"
"5144","SP","Mombuca","13375-000"
"5145","SP","Monções","15275-000"
"5146","SP","Mongaguá","11730-000"
"5147","SP","Monte Alegre do Sul","13820-000"
"5148","SP","Monte Alto","15910-000"
"5149","SP","Monte Aprazível","15150-000"
"5150","SP","Monte Azul Paulista","14730-000"
"5151","SP","Monte Castelo","17960-000"
"5152","SP","Monte Mor","13190-000"
"5153","SP","Monteiro Lobato","12250-000"
"5154","SP","Morro Agudo","14640-000"
"5155","SP","Morungaba","13260-000"
"5156","SP","Motuca","14835-000"
"5157","SP","Murutinga do Sul","16950-000"
"5158","SP","Nantes","19645-000"
"5159","SP","Narandiba","19220-000"
"5160","SP","Natividade da Serra","12180-000"
"5161","SP","Nazaré Paulista","12960-000"
"5162","SP","Neves Paulista","15120-000"
"5163","SP","Nhandeara","15190-000"
"5164","SP","Nipoã","15240-000"
"5165","SP","Nova Aliança","15210-000"
"5166","SP","Nova Campina","18435-000"
"5167","SP","Nova Canaã Paulista","15773-000"
"5168","SP","Nova Castilho","15313-000"
"5169","SP","Nova Europa","14920-000"
"5170","SP","Nova Granada","15440-000"
"5171","SP","Nova Guataporanga","17950-000"
"5172","SP","Nova Independência","16940-000"
"5173","SP","Nova Luzitânia","15340-000"
"5174","SP","Nova Odessa","13380-001"
"5175","SP","Novais","15885-000"
"5176","SP","Novo Horizonte","14960-000"
"5177","SP","Nuporanga","14670-000"
"5178","SP","Ocauçu","17540-000"
"5179","SP","Óleo","18790-000"
"5180","SP","Olímpia","15400-000"
"5181","SP","Onda Verde","15450-000"
"5182","SP","Oriente","17570-000"
"5183","SP","Orindiúva","15480-000"
"5184","SP","Orlândia","14620-000"
"5185","SP","Osasco","60000-01"
"5186","SP","Oscar Bressane","19770-000"
"5187","SP","Osvaldo Cruz","17700-000"
"5188","SP","Ourinhos","19900-001"
"5189","SP","Ouro Verde","17920-000"
"5190","SP","Ouroeste","15685-000"
"5191","SP","Pacaembu","17860-000"
"5192","SP","Palestina","15470-000"
"5193","SP","Palmares Paulista","15828-000"
"5194","SP","Palmeira D'Oeste","15720-000"
"5195","SP","Palmital","19970-000"
"5196","SP","Panorama","17980-000"
"5197","SP","Paraguaçu Paulista","19700-000"
"5198","SP","Paraibuna","12260-000"
"5199","SP","Paraíso","15825-000"
"5200","SP","Paranapanema","18720-000"
"5201","SP","Paranapuã","15745-000"
"5202","SP","Parapuã","17730-000"
"5203","SP","Pardinho","18640-000"
"5204","SP","Pariquera-Açu","11930-000"
"5205","SP","Parisi","15525-000"
"5206","SP","Patrocínio Paulista","14415-000"
"5207","SP","Paulicéia","17990-000"
"5208","SP","Paulínia","13140-001"
"5209","SP","Paulistânia","17150-001"
"5210","SP","Paulo de Faria","15490-000"
"5211","SP","Pederneiras","17280-000"
"5212","SP","Pedra Bela","12990-000"
"5213","SP","Pedranópolis","15630-000"
"5214","SP","Pedregulho","14470-000"
"5215","SP","Pedreira","13920-000"
"5216","SP","Pedrinhas Paulista","19865-000"
"5217","SP","Pedro de Toledo","11790-000"
"5218","SP","Penápolis","16300-001"
"5219","SP","Pereira Barreto","15370-000"
"5220","SP","Pereiras","18580-000"
"5221","SP","Peruíbe","11750-000"
"5222","SP","Piacatu","16230-000"
"5223","SP","Piedade","18170-000"
"5224","SP","Pilar do Sul","18185-000"
"5225","SP","Pindamonhangaba","12400-001"
"5226","SP","Pindorama","15830-000"
"5227","SP","Pinhalzinho","12995-000"
"5228","SP","Piquerobi","19410-000"
"5229","SP","Piquete","12620-000"
"5230","SP","Piracaia","12970-000"
"5231","SP","Piracicaba","13400-001"
"5232","SP","Piraju","18800-000"
"5233","SP","Pirajuí","16600-000"
"5234","SP","Pirangi","15820-000"
"5235","SP","Pirapora do Bom Jesus","65500-00"
"5236","SP","Pirapozinho","19200-000"
"5237","SP","Pirassununga","13630-001"
"5238","SP","Piratininga","17490-001"
"5239","SP","Pitangueiras","14750-000"
"5240","SP","Planalto","15260-000"
"5241","SP","Platina","19990-000"
"5242","SP","Poá","85500-01"
"5243","SP","Poloni","15160-000"
"5244","SP","Pompéia","17580-000"
"5245","SP","Pongaí","16660-000"
"5246","SP","Pontal","14180-000"
"5247","SP","Pontalinda","15718-000"
"5248","SP","Pontes Gestal","15560-000"
"5249","SP","Populina","15670-000"
"5250","SP","Porangaba","18260-000"
"5251","SP","Porto Feliz","18540-000"
"5252","SP","Porto Ferreira","13660-001"
"5253","SP","Potim","12525-000"
"5254","SP","Potirendaba","15105-000"
"5255","SP","Pracinha","17790-000"
"5256","SP","Pradópolis","14850-000"
"5257","SP","Praia Grande","11700-001"
"5258","SP","Pratânia","18660-000"
"5259","SP","Presidente Alves","16670-000"
"5260","SP","Presidente Bernardes","19300-000"
"5261","SP","Presidente Epitácio","19470-000"
"5262","SP","Presidente Prudente","19000-001"
"5263","SP","Presidente Venceslau","19400-000"
"5264","SP","Promissão","16370-000"
"5265","SP","Quadra","18255-000"
"5266","SP","Quatá","19780-000"
"5267","SP","Queiroz","17590-000"
"5268","SP","Queluz","12800-000"
"5269","SP","Quintana","17670-000"
"5270","SP","Rafard","13370-000"
"5271","SP","Rancharia","19600-000"
"5272","SP","Redenção da Serra","12170-000"
"5273","SP","Regente Feijó","19570-000"
"5274","SP","Reginópolis","17190-000"
"5275","SP","Registro","11900-000"
"5276","SP","Restinga","14430-000"
"5277","SP","Ribeira","18380-000"
"5278","SP","Ribeirão Bonito","13580-000"
"5279","SP","Ribeirão Branco","18430-000"
"5280","SP","Ribeirão Corrente","14445-000"
"5281","SP","Ribeirão do Sul","19930-000"
"5282","SP","Ribeirão dos Índios","19380-000"
"5283","SP","Ribeirão Grande","18315-000"
"5284","SP","Ribeirão Pires","94000-01"
"5285","SP","Ribeirão Preto","14000-001"
"5286","SP","Rifaina","14490-000"
"5287","SP","Rincão","14830-000"
"5288","SP","Rinópolis","17740-000"
"5289","SP","Rio Claro","13500-001"
"5290","SP","Rio das Pedras","13390-000"
"5291","SP","Rio Grande da Serra","94500-00"
"5292","SP","Riolândia","15495-000"
"5293","SP","Riversul","18470-000"
"5294","SP","Rosana","19273-000"
"5295","SP","Roseira","12580-000"
"5296","SP","Rubiácea","16750-000"
"5297","SP","Rubinéia","15790-000"
"5298","SP","Sabino","16440-000"
"5299","SP","Sagres","17710-000"
"5300","SP","Sales","14980-000"
"5301","SP","Sales Oliveira","14660-000"
"5302","SP","Salesópolis","89700-00"
"5303","SP","Salmourão","17720-000"
"5304","SP","Saltinho","13440-000"
"5305","SP","Salto","13320-001"
"5306","SP","Salto de Pirapora","18160-000"
"5307","SP","Salto Grande","19920-001"
"5308","SP","Sandovalina","19250-000"
"5309","SP","Santa Adélia","15950-000"
"5310","SP","Santa Albertina","15750-000"
"5311","SP","Santa Bárbara D'Oeste","13450-001"
"5312","SP","Santa Branca","12380-000"
"5313","SP","Santa Clara D'Oeste","15785-000"
"5314","SP","Santa Cruz da Conceição","13625-000"
"5315","SP","Santa Cruz da Esperança","14250-000"
"5316","SP","Santa Cruz das Palmeiras","13650-000"
"5317","SP","Santa Cruz do Rio Pardo","18900-000"
"5318","SP","Santa Ernestina","15970-000"
"5319","SP","Santa Fé do Sul","15775-000"
"5320","SP","Santa Gertrudes","13510-000"
"5321","SP","Santa Isabel","75000-00"
"5322","SP","Santa Lúcia","14825-000"
"5323","SP","Santa Maria da Serra","17370-000"
"5324","SP","Santa Mercedes","17940-000"
"5325","SP","Santa Rita do Passa Quatro","13670-000"
"5326","SP","Santa Rita D'Oeste","15780-000"
"5327","SP","Santa Rosa de Viterbo","14270-000"
"5328","SP","Santa Salete","15768-000"
"5329","SP","Santana da Ponte Pensa","15765-000"
"5330","SP","Santana de Parnaíba","65000-01"
"5331","SP","Santo Anastácio","19360-000"
"5332","SP","Santo André","90000-01"
"5333","SP","Santo Antônio da Alegria","14390-000"
"5334","SP","Santo Antônio de Posse","13830-001"
"5335","SP","Santo Antônio do Aracanguá","16130-000"
"5336","SP","Santo Antônio do Jardim","13995-000"
